Volcano_Number,Volcano_Name,Primary_Volcano_Type,Country,Region,Latitude,Longitude,Elevation,Tectonic_Setting,Evidence_Category,Major_Rock_Type
355200,Peinado,Stratovolcano,Argentina,South America Volcanic Regions,-26.6230,-68.1160,5741,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
355210,"Blanco, Cerro",Caldera,Argentina,South America Volcanic Regions,-26.7657,-67.7460,4670,Subduction zone / Continental crust (> 25 km),Eruption Dated,Rhyolite
355220,Tipas,Complex,Argentina,South America Volcanic Regions,-27.1960,-68.5610,6658,Subduction zone / Continental crust (> 25 km),Evidence Credible,No Data (checked)
356011,Rapa Nui,Shield(s),Chile,Southern Pacific Volcanic Regions,-27.1140,-109.3560,501,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
357010,Tupungatito,Stratovolcano,Chile-Argentina,South America Volcanic Regions,-33.4250,-69.7970,5660,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357021,Maipo,Caldera,Chile-Argentina,South America Volcanic Regions,-34.1640,-69.8320,5323,Subduction zone / Continental crust (> 25 km),Eruption Observed,Trachyandesite / Basaltic Trachyandesite
357022,Palomo,Stratovolcano,Chile,South America Volcanic Regions,-34.6080,-70.2950,4860,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
357023,"Atuel, Caldera del",Caldera,Argentina,South America Volcanic Regions,-34.5920,-69.9210,5189,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
357024,Risco Plateado,Stratovolcano,Argentina,South America Volcanic Regions,-34.9170,-69.9810,4999,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
357020,San Jose,Stratovolcano(es),Chile-Argentina,South America Volcanic Regions,-33.7890,-69.8950,6070,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357030,Tinguiririca,Stratovolcano,Chile,South America Volcanic Regions,-34.8140,-70.3520,4280,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357041,Infiernillo,Volcanic field,Argentina,South America Volcanic Regions,-35.1230,-69.9000,3007,Intraplate / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
357042,Calabozos,Caldera,Chile,South America Volcanic Regions,-35.5580,-70.4960,3508,Subduction zone / Continental crust (> 25 km),Evidence Credible,Dacite
357040,Planchon-Peteroa,Stratovolcano(es),Chile,South America Volcanic Regions,-35.2230,-70.5680,3977,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357050,Descabezado Grande,Stratovolcano(es),Chile,South America Volcanic Regions,-35.5800,-70.7500,3953,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357061,"Maule, Laguna del",Caldera,Chile,South America Volcanic Regions,-36.0580,-70.4920,2162,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
357062,San Pedro-Pellado,Stratovolcano(es),Chile,South America Volcanic Regions,-35.9890,-70.8490,3621,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
357063,"Longavi, Nevado de",Stratovolcano,Chile,South America Volcanic Regions,-36.1959,-71.1641,3175,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
357064,"Blancas, Lomas",Stratovolcano,Chile,South America Volcanic Regions,-36.2860,-71.0090,2268,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
357065,"Resago, Volcan",Pyroclastic cone,Chile,South America Volcanic Regions,-36.4606,-70.9033,1890,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
357066,Payun Matru,Volcanic field,Argentina,South America Volcanic Regions,-36.4220,-69.2410,3715,Subduction zone / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
357060,"Azul, Cerro",Stratovolcano,Chile,South America Volcanic Regions,-35.6530,-70.7610,3788,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
357072,Tromen Volcanic Plateau,Stratovolcano(es),Argentina,South America Volcanic Regions,-37.1440,-70.0330,4114,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357070,"Chillan, Nevados de",Stratovolcano,Chile,South America Volcanic Regions,-36.8680,-71.3780,3180,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357080,Antuco,Stratovolcano,Chile,South America Volcanic Regions,-37.4060,-71.3490,2979,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
357091,Callaqui,Stratovolcano,Chile,South America Volcanic Regions,-37.9200,-71.4500,3164,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357093,Tolhuaca,Stratovolcano,Chile,South America Volcanic Regions,-38.3100,-71.6450,2739,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
357090,Copahue,Stratovolcano,Chile-Argentina,South America Volcanic Regions,-37.8560,-71.1830,2953,Subduction zone / Continental crust (> 25 km),Eruption Observed,Trachybasalt / Tephrite Basanite
357102,"Blanca, Laguna",Volcanic field,Argentina,South America Volcanic Regions,-39.0200,-70.3700,1700,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
357100,Lonquimay,Stratovolcano,Chile,South America Volcanic Regions,-38.3790,-71.5860,2832,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357111,Sollipulli,Caldera,Chile,South America Volcanic Regions,-38.9700,-71.5200,2282,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
357112,Caburgua-Huelemolle,Volcanic field,Chile,South America Volcanic Regions,-39.2500,-71.7500,1652,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
357110,Llaima,Stratovolcano,Chile,South America Volcanic Regions,-38.6920,-71.7290,3125,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
357121,Quetrupillan,Stratovolcano,Chile,South America Volcanic Regions,-39.4960,-71.7220,2360,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
357122,Lanin,Stratovolcano,Chile-Argentina,South America Volcanic Regions,-39.6370,-71.5020,3776,Subduction zone / Continental crust (> 25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite
357123,Huanquihue Group,Stratovolcano(es),Argentina,South America Volcanic Regions,-39.8870,-71.5800,2189,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
357120,Villarrica,Stratovolcano,Chile,South America Volcanic Regions,-39.4200,-71.9300,2847,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
357130,Mocho-Choshuenco,Stratovolcano(es),Chile,South America Volcanic Regions,-39.9270,-72.0270,2422,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357140,Carran-Los Venados,Pyroclastic cone(s),Chile,South America Volcanic Regions,-40.3500,-72.0700,1114,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
357153,Antillanca Volcanic Complex,Stratovolcano(es),Chile,South America Volcanic Regions,-40.7830,-72.1500,1979,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
357150,Puyehue-Cordon Caulle,Stratovolcano,Chile,South America Volcanic Regions,-40.5900,-72.1170,2236,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
357160,Puntiagudo-Cordon Cenizos,Stratovolcano,Chile,South America Volcanic Regions,-40.9690,-72.2640,2493,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
358011,Tronador,Stratovolcano,Chile-Argentina,South America Volcanic Regions,-41.1570,-71.8850,3478,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
358012,Cayutue-La Vigueria,Volcanic field,Chile,South America Volcanic Regions,-41.3000,-72.2700,506,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
358010,Osorno,Stratovolcano,Chile,South America Volcanic Regions,-41.1050,-72.4960,2659,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
358022,Yate,Stratovolcano,Chile,South America Volcanic Regions,-41.7550,-72.3960,2187,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
358023,Hornopiren,Stratovolcano,Chile,South America Volcanic Regions,-41.8740,-72.4310,1572,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
358024,Apagado,Pyroclastic cone,Chile,South America Volcanic Regions,-41.8800,-72.5800,1210,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
358025,Crater Basalt Volcanic Field,Volcanic field,Argentina,South America Volcanic Regions,-42.0180,-70.1940,1344,Intraplate / Continental crust (> 25 km),Evidence Credible,Trachybasalt / Tephrite Basanite
358020,Calbuco,Stratovolcano,Chile,South America Volcanic Regions,-41.3300,-72.6180,1974,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
358030,Huequi,Lava dome(s),Chile,South America Volcanic Regions,-42.3770,-72.5780,1318,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
358041,Chaiten,Caldera,Chile,South America Volcanic Regions,-42.8349,-72.6514,1122,Subduction zone / Continental crust (> 25 km),Eruption Observed,Rhyolite
358040,Michinmahuida,Stratovolcano,Chile,South America Volcanic Regions,-42.7990,-72.4450,2452,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
358049,Yanteles,Stratovolcano(es),Chile,South America Volcanic Regions,-43.4690,-72.7820,1790,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
358052,Melimoyu,Stratovolcano,Chile,South America Volcanic Regions,-44.0800,-72.8800,2400,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
358053,Puyuhuapi,Pyroclastic cone(s),Chile,South America Volcanic Regions,-44.3000,-72.5300,524,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
358054,Mentolat,Stratovolcano,Chile,South America Volcanic Regions,-44.7000,-73.0800,1660,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
358055,Cay,Stratovolcano,Chile,South America Volcanic Regions,-45.0590,-72.9840,2090,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
358056,Maca,Stratovolcano,Chile,South America Volcanic Regions,-45.1000,-73.1700,2960,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
358057,"Hudson, Cerro",Stratovolcano,Chile,South America Volcanic Regions,-45.9000,-72.9700,1905,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
358050,Corcovado,Stratovolcano,Chile,South America Volcanic Regions,-43.1890,-72.7940,1826,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
358062,Aguilera,Stratovolcano,Chile,South America Volcanic Regions,-50.3300,-73.7500,2546,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
358063,Reclus,Pyroclastic cone,Chile,South America Volcanic Regions,-50.9395,-73.5802,1403,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
358060,Lautaro,Stratovolcano,Chile,South America Volcanic Regions,-49.0190,-73.5040,3542,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
358070,"Burney, Monte",Stratovolcano,Chile,South America Volcanic Regions,-52.3300,-73.4000,1758,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
358080,Pali-Aike Volcanic Field,Volcanic field,Chile-Argentina,South America Volcanic Regions,-52.0820,-69.6980,282,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
358090,Fueguino,Lava dome(s),Chile,South America Volcanic Regions,-54.9700,-70.2620,157,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
360010,Saba,Stratovolcano,Netherlands,Middle America-Caribbean Volcanic Regions,17.6300,-63.2300,887,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
360020,"Quill, The",Stratovolcano,Netherlands,Middle America-Caribbean Volcanic Regions,17.4780,-62.9600,601,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite / Basaltic Andesite
360030,Liamuiga,Stratovolcano,Saint Kitts and Nevis,Middle America-Caribbean Volcanic Regions,17.3700,-62.8000,1156,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite / Basaltic Andesite
360040,Nevis Peak,Stratovolcano,Saint Kitts and Nevis,Middle America-Caribbean Volcanic Regions,17.1500,-62.5800,985,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Andesite / Basaltic Andesite
360050,Soufriere Hills,Stratovolcano,United Kingdom,Middle America-Caribbean Volcanic Regions,16.7200,-62.1800,915,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
360060,Soufriere Guadeloupe,Stratovolcano,France,Middle America-Caribbean Volcanic Regions,16.0440,-61.6640,1467,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
360080,"Diables, Morne aux",Lava dome(s),Dominica,Middle America-Caribbean Volcanic Regions,15.6120,-61.4300,861,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite
360090,"Diablotins, Morne",Stratovolcano,Dominica,Middle America-Caribbean Volcanic Regions,15.5030,-61.3970,1430,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Andesite / Basaltic Andesite
360101,"Watt, Morne",Stratovolcano(es),Dominica,Middle America-Caribbean Volcanic Regions,15.3070,-61.3050,1224,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
360100,"Trois Pitons, Morne",Complex,Dominica,Middle America-Caribbean Volcanic Regions,15.3700,-61.3300,1387,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite / Basaltic Andesite
360110,"Plat Pays, Morne",Stratovolcano,Dominica,Middle America-Caribbean Volcanic Regions,15.2550,-61.3410,940,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Dacite
360120,Pelee,Stratovolcano,France,Middle America-Caribbean Volcanic Regions,14.8090,-61.1660,1372,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
360140,Qualibou,Caldera,Saint Lucia,Middle America-Caribbean Volcanic Regions,13.8300,-61.0500,777,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
360150,Soufriere St. Vincent,Stratovolcano,Saint Vincent and the Grenadines,Middle America-Caribbean Volcanic Regions,13.3300,-61.1800,1220,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
360160,Kick 'em Jenny,Complex,Grenada,Middle America-Caribbean Volcanic Regions,12.3000,-61.6400,-185,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
360170,St. Catherine,Stratovolcano,Grenada,Middle America-Caribbean Volcanic Regions,12.1500,-61.6700,840,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite
370010,Snaefellsjokull,Stratovolcano,Iceland,Atlantic Ocean Volcanic Regions,64.8000,-23.7830,1446,Rift zone / Oceanic crust (< 15 km),Eruption Dated,
370020,Helgrindur,Volcanic field,Iceland,Atlantic Ocean Volcanic Regions,64.8660,-23.2830,986,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
370030,Ljosufjoll,Volcanic field,Iceland,Atlantic Ocean Volcanic Regions,64.9000,-22.4830,1063,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
371020,Reykjanes,Crater rows,Iceland,Atlantic Ocean Volcanic Regions,63.8170,-22.7170,140,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
371030,Krysuvik-Trolladyngja,Crater rows,Iceland,Atlantic Ocean Volcanic Regions,63.9170,-22.0670,360,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
371040,Brennisteinsfjoll,Crater rows,Iceland,Atlantic Ocean Volcanic Regions,63.9330,-21.7830,610,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
371051,Hromundartindur,Stratovolcano,Iceland,Atlantic Ocean Volcanic Regions,64.0830,-21.3330,550,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain,Basalt / Picro-Basalt
371050,Hengill,Crater rows,Iceland,Atlantic Ocean Volcanic Regions,64.0830,-21.4160,803,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
371060,Grimsnes,Volcanic field,Iceland,Atlantic Ocean Volcanic Regions,64.0500,-20.8830,200,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
371070,Prestahnukur,Fissure vent(s),Iceland,Atlantic Ocean Volcanic Regions,64.5830,-20.6660,1385,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
371080,Oddnyjarhnjukur-Langjokull,Fissure vent(s),Iceland,Atlantic Ocean Volcanic Regions,64.8500,-19.7000,1100,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
371090,Hofsjokull,Fissure vent(s),Iceland,Atlantic Ocean Volcanic Regions,64.8330,-18.7660,1765,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
